19,4,4,15,50,49,1,46.7295303344,-117.0120086669
19,4,4,15,52,46,1,46.7294731140,-117.0119400024
19,4,4,15,53,24,1,46.7294044494,-117.0119934082
19,4,4,15,54,1,1,46.7294692993,-117.0121994018
19,4,4,15,54,40,1,46.7296333312,-117.0131072998
19,4,4,15,55,17,1,46.7296028137,-117.0120086669
19,4,4,15,55,55,1,46.7295417785,-117.0118942260
19,4,4,15,56,33,1,46.7294731140,-117.0115890502
19,4,4,15,57,11,1,46.7294311523,-117.0118942260
19,4,4,15,57,50,1,46.7294387817,-117.0117111206
19,4,4,15,59,36,1,46.7295379638,-117.0119552612
19,4,4,16,4,47,1,46.7294464111,-117.0119857788
19,4,4,16,5,29,1,46.7293853759,-117.0118637084
19,4,4,16,8,32,1,46.7294616699,-117.0119171142
19,4,4,16,9,18,1,46.7293395996,-117.0117111206
19,4,4,16,9,58,1,46.7294311523,-117.0117797851
19,4,4,16,10,36,1,46.7294006347,-117.0118179321
19,4,4,16,11,16,1,46.7292404174,-117.0117492675
19,4,4,16,13,34,1,46.7294197082,-117.0117416381
19,4,4,16,14,12,1,46.7293395996,-117.0119552612
19,4,4,16,14,52,1,46.7293052673,-117.0116119384
19,4,4,16,15,30,1,46.7292594909,-117.0116119384
19,4,4,16,22,49,1,46.7293853759,-117.0119934082
19,4,4,16,25,59,1,46.7294807434,-117.0119018554
19,4,4,16,31,6,1,46.7293128967,-117.0118789672
19,4,4,16,31,44,1,46.7294464111,-117.0120239257
19,4,4,16,37,5,1,46.7294387817,-117.0121078491
19,4,4,16,37,43,1,46.7294464111,-117.0120849609
19,4,4,16,39,1,1,46.7294425964,-117.0119857788
19,4,4,16,41,23,1,46.7294387817,-117.0119934082
19,4,4,16,42,1,1,46.7293891906,-117.0121231079
19,4,4,16,42,44,1,46.7293853759,-117.0119857788
19,4,4,16,49,27,1,46.7294387817,-117.0121459960
19,4,4,16,50,3,1,46.7294692993,-117.0121765136
19,4,4,16,52,15,1,46.7294387817,-117.0120239257
19,4,4,16,54,55,1,46.7294425964,-117.0121459960
19,4,4,16,55,31,1,46.7294387817,-117.0119934082
19,4,4,16,56,7,1,46.7295951843,-117.0124969482
19,4,4,16,56,44,1,46.7294349670,-117.0121383666
19,4,4,16,57,21,1,46.7294807434,-117.0121002197
19,4,4,17,0,17,1,46.7294273376,-117.0120315551
19,4,4,17,0,52,1,46.7294044494,-117.0120315551
19,4,4,17,7,55,1,46.7294921875,-117.0122375488
19,4,4,17,8,30,1,46.7294006347,-117.0121231079
19,4,4,17,9,5,1,46.7295150756,-117.0122604370
19,4,4,17,38,19,1,46.7294120788,-117.0120620727
19,4,4,17,42,38,1,46.7294502258,-117.0120239257
19,4,4,17,43,23,1,46.7295036315,-117.0119552612
19,4,4,17,45,32,1,46.7294883728,-117.0118637084
19,4,4,17,47,50,1,46.7294235229,-117.0119171142
19,4,4,17,48,33,1,46.7294845581,-117.0118179321
19,4,4,17,54,17,1,46.7294578552,-117.0120620727
19,4,4,18,2,42,1,46.7293891906,-117.0119705200
19,4,4,18,7,49,1,46.7294082641,-117.0119552612
19,4,4,18,16,22,1,46.7294807434,-117.0121231079
19,4,4,18,20,44,1,46.7294731140,-117.0121078491
19,4,4,18,31,37,1,46.7294578552,-117.0120620727
19,4,4,19,13,31,1,46.7293815612,-117.0120239257
19,4,4,19,17,29,1,46.7294158935,-117.0121231079
19,4,4,19,21,38,1,46.7294654846,-117.0121841430
19,4,4,19,25,6,1,46.7294349670,-117.0120849609
19,4,4,19,27,19,1,46.7293930053,-117.0120086669
19,4,4,19,27,57,1,46.7295112609,-117.0121994018
19,4,4,20,51,44,1,46.7294311523,-117.0120315551
19,4,4,21,20,54,1,46.7294387817,-117.0119934082
