148,46.728127,-117.013140,5,30818,22541200,148
148,46.728153,-117.013100,5,30818,22541400,148
148,46.728165,-117.013100,5,30818,22541600,148
148,46.728176,-117.013100,5,30818,22541800,148
148,46.728172,-117.013110,5,30818,22542000,148
148,46.728188,-117.013100,5,30818,22542200,148
148,46.728195,-117.013100,5,30818,22542400,148
148,46.728195,-117.013110,5,30818,22542600,148
148,46.728180,-117.013150,5,30818,22542800,148
148,46.728176,-117.013150,5,30818,22543000,148
148,46.728168,-117.013170,5,30818,22543200,148
148,46.728157,-117.013180,5,30818,22543400,148
148,46.728146,-117.013200,5,30818,22543600,148
148,46.728134,-117.013210,5,30818,22543800,148
148,46.728123,-117.013220,5,30818,22544000,148
148,46.728119,-117.013230,5,30818,22544200,148
148,46.728119,-117.013230,5,30818,22544400,148
148,46.728115,-117.013230,5,30818,22544600,148
148,46.728115,-117.013230,5,30818,22544800,148
148,46.728119,-117.013230,5,30818,22545000,148
148,46.728123,-117.013220,5,30818,22545200,148
148,46.728123,-117.013220,5,30818,22545400,148
148,46.728123,-117.013210,5,30818,22545600,148
148,46.728123,-117.013220,5,30818,22545800,148
148,46.728119,-117.013220,5,30818,22550000,148
148,46.728127,-117.013210,5,30818,22550200,148
148,46.728134,-117.013210,5,30818,22550400,148
148,46.728146,-117.013200,5,30818,22550600,148
148,46.728153,-117.013190,5,30818,22550800,148
148,46.728161,-117.013180,5,30818,22551000,148
148,46.728165,-117.013180,5,30818,22551200,148
148,46.728165,-117.013180,5,30818,22551400,148
148,46.728165,-117.013180,5,30818,22551600,148
148,46.728161,-117.013180,5,30818,22551800,148
148,46.728161,-117.013180,5,30818,22552000,148
148,46.728161,-117.013180,5,30818,22552200,148
148,46.728157,-117.013180,5,30818,22552400,148
148,46.728153,-117.013190,5,30818,22552600,148
148,46.728149,-117.013190,5,30818,22552800,148
148,46.728153,-117.013190,5,30818,22553000,148
148,46.728153,-117.013190,5,30818,22553200,148
148,46.728153,-117.013190,5,30818,22553400,148
148,46.728153,-117.013190,5,30818,22553600,148
148,46.728149,-117.013190,5,30818,22553800,148
148,46.728149,-117.013190,5,30818,22554000,148
148,46.728153,-117.013190,5,30818,22554200,148
148,46.728153,-117.013190,5,30818,22554400,148
148,46.728149,-117.013200,5,30818,22554600,148
148,46.728149,-117.013200,5,30818,22554800,148
148,46.728149,-117.013200,5,30818,22555000,148
148,46.728149,-117.013210,5,30818,22555200,148
148,46.728146,-117.013210,5,30818,22555400,148
148,46.728146,-117.013210,5,30818,22555600,148
148,46.728146,-117.013210,5,30818,22555800,148
148,46.728142,-117.013210,5,30818,22560000,148
148,46.728142,-117.013210,5,30818,22560200,148
148,46.728142,-117.013210,5,30818,22560400,148
148,46.728142,-117.013210,5,30818,22560600,148
148,46.728138,-117.013210,5,30818,22560800,148
148,46.728138,-117.013210,5,30818,22561000,148
148,46.728138,-117.013210,5,30818,22561200,148
148,46.728134,-117.013210,5,30818,22561400,148
148,46.728134,-117.013210,5,30818,22561600,148
148,46.728134,-117.013210,5,30818,22561800,148
148,46.728134,-117.013210,5,30818,22562000,148
148,46.728138,-117.013210,5,30818,22562200,148
148,46.728134,-117.013210,5,30818,22562400,148
148,46.728130,-117.013210,5,30818,22562600,148
148,46.728130,-117.013210,5,30818,22562800,148
148,46.728130,-117.013210,5,30818,22563000,148
148,46.728130,-117.013220,5,30818,22563200,148
148,46.728127,-117.013220,5,30818,22563400,148
148,46.728127,-117.013220,5,30818,22563600,148
148,46.728123,-117.013220,5,30818,22563800,148
148,46.728123,-117.013220,5,30818,22564000,148
148,46.728119,-117.013220,5,30818,22564200,148
148,46.728119,-117.013220,5,30818,22564400,148
148,46.728119,-117.013220,5,30818,22564600,148
148,46.728119,-117.013220,5,30818,22564800,148
148,46.728119,-117.013220,5,30818,22565000,148
148,46.728119,-117.013220,5,30818,22565200,148
148,46.728119,-117.013210,5,30818,22565400,148
148,46.728123,-117.013210,5,30818,22565600,148
148,46.728123,-117.013210,5,30818,22565800,148
148,46.728119,-117.013210,5,30818,22570000,148
148,46.728119,-117.013210,5,30818,22570200,148
148,46.728119,-117.013210,5,30818,22570400,148
148,46.728123,-117.013210,5,30818,22570600,148
148,46.728123,-117.013210,5,30818,22570800,148
148,46.728123,-117.013210,5,30818,22571000,148
148,46.728127,-117.013210,5,30818,22571200,148
148,46.728127,-117.013210,5,30818,22571400,148
148,46.728127,-117.013210,5,30818,22571600,148
148,46.728130,-117.013210,5,30818,22571800,148
148,46.728130,-117.013210,5,30818,22572000,148
148,46.728134,-117.013210,5,30818,22572200,148
148,46.728138,-117.013210,5,30818,22572400,148
148,46.728138,-117.013210,5,30818,22572600,148
148,46.728138,-117.013210,5,30818,22572800,148
148,46.728138,-117.013210,5,30818,22573000,148
148,46.728138,-117.013210,5,30818,22573200,148
148,46.728138,-117.013210,5,30818,22573400,148
148,46.728138,-117.013210,5,30818,22573600,148
148,46.728138,-117.013210,5,30818,22573800,148
148,46.728134,-117.013210,5,30818,22574000,148
148,46.728134,-117.013210,5,30818,22574200,148
148,46.728130,-117.013210,5,30818,22574400,148
148,46.728127,-117.013220,5,30818,22574600,148
148,46.728123,-117.013220,5,30818,22574800,148
148,46.728123,-117.013220,5,30818,22575000,148
148,46.728123,-117.013220,5,30818,22575200,148
148,46.728123,-117.013220,5,30818,22575400,148
148,46.728119,-117.013220,5,30818,22575600,148
